navigation,pid,tid,jid,distance,n_interactions,time_ms
swipe,1E5N17K,0,4,-5,5,5018
swipe,1E5N17K,1,0,2,2,2818
swipe,1E5N17K,1,1,-1,1,1511
swipe,1E5N17K,1,2,-2,2,1892
swipe,1E5N17K,1,3,-3,3,2338
swipe,1E5N17K,1,4,2,2,1961
swipe,1E5N17K,2,0,-4,6,5988
swipe,1E5N17K,2,1,5,5,3286
swipe,1E5N17K,2,2,5,5,3474
swipe,1E5N17K,2,3,6,6,3633
swipe,1E5N17K,2,4,-5,5,3991
swipe,1E5N17K,3,0,9,9,5708
swipe,1E5N17K,3,1,8,8,5362
swipe,1E5N17K,3,2,-7,7,3623
swipe,1E5N17K,3,3,-8,8,4944
swipe,1E5N17K,3,4,-8,8,4262
swipe,1E5N17K,4,0,-11,11,6849
swipe,1E5N17K,4,1,-11,11,5924
swipe,1E5N17K,4,2,10,10,4998
swipe,1E5N17K,4,3,-12,12,5776
swipe,1E5N17K,4,4,11,13,8739
swipe,1E5N17K,5,0,14,14,7505
swipe,1E5N17K,5,1,-15,15,6726
swipe,1E5N17K,5,2,-14,14,6273
swipe,1E5N17K,5,3,13,13,8303
swipe,1E5N17K,5,4,-14,14,6414
swipe,3KQPMNJ,0,0,-5,8,37227
swipe,3KQPMNJ,0,1,5,5,4852
swipe,3KQPMNJ,0,2,5,5,4389
swipe,3KQPMNJ,0,3,-5,5,3958
swipe,3KQPMNJ,0,4,-5,5,4422
swipe,3KQPMNJ,1,0,2,2,5370
swipe,3KQPMNJ,1,1,-1,1,1861
swipe,3KQPMNJ,1,2,-2,2,2642
swipe,3KQPMNJ,1,3,-3,3,2566
swipe,3KQPMNJ,1,4,2,2,2642
swipe,3KQPMNJ,2,0,-4,4,4850
swipe,3KQPMNJ,2,1,5,5,3356
swipe,3KQPMNJ,2,2,5,5,3240
swipe,3KQPMNJ,2,3,6,6,3602
swipe,3KQPMNJ,2,4,-5,5,4510
swipe,3KQPMNJ,3,0,9,9,5841
swipe,3KQPMNJ,3,1,8,8,4583
swipe,3KQPMNJ,3,2,-7,7,4504
swipe,3KQPMNJ,3,3,-8,8,4618
swipe,3KQPMNJ,3,4,-8,8,5905
swipe,3KQPMNJ,4,0,-11,11,10162
swipe,3KQPMNJ,4,1,-11,11,8079
swipe,3KQPMNJ,4,2,10,10,6135
swipe,3KQPMNJ,4,3,-12,12,6046
swipe,3KQPMNJ,4,4,11,11,5749
swipe,3KQPMNJ,5,0,14,14,8622
swipe,3KQPMNJ,5,1,-15,15,9077
swipe,3KQPMNJ,5,2,-14,14,8244
swipe,3KQPMNJ,5,3,13,13,5984
swipe,3KQPMNJ,5,4,-14,14,7893
swipe,3936UP7,0,0,-5,14,44164
swipe,3936UP7,0,1,5,5,5394
swipe,3936UP7,0,2,5,5,4279
swipe,3936UP7,0,3,-5,5,3825
swipe,3936UP7,0,4,-5,5,4270
swipe,3936UP7,1,0,2,2,3273
swipe,3936UP7,1,1,-1,1,1660
swipe,3936UP7,1,2,-2,2,2306
swipe,3936UP7,1,3,-3,3,3010
swipe,3936UP7,1,4,2,2,2459
swipe,3936UP7,2,0,-4,4,7498
swipe,3936UP7,2,1,5,5,3936
swipe,3936UP7,2,2,5,5,4359
swipe,3936UP7,2,3,6,6,4541
swipe,3936UP7,2,4,-5,5,4175
swipe,3936UP7,3,0,9,9,6894
swipe,3936UP7,3,1,8,8,4768
swipe,3936UP7,3,2,-7,7,4633
swipe,3936UP7,3,3,-8,8,5069
swipe,3936UP7,3,4,-8,8,4417
swipe,3936UP7,4,0,-11,11,7471
swipe,3936UP7,4,1,-11,11,6056
swipe,3936UP7,4,2,10,10,6550
swipe,3936UP7,4,3,-12,12,6356
swipe,3936UP7,4,4,11,11,5344
swipe,3936UP7,5,0,14,14,7047
swipe,3936UP7,5,1,-15,15,6485
swipe,3936UP7,5,2,-14,14,8047
swipe,3936UP7,5,3,13,13,7574
swipe,3936UP7,5,4,-14,14,7270
burger,34PLNOO,0,0,-5,2,37379
burger,34PLNOO,0,1,5,1,6228
burger,34PLNOO,0,2,5,1,8921
burger,34PLNOO,0,3,-5,1,6103
burger,34PLNOO,0,4,-5,1,5287
burger,34PLNOO,1,0,2,1,6106
burger,34PLNOO,1,1,-1,1,3544
burger,34PLNOO,1,2,-2,1,3291
burger,34PLNOO,1,3,-3,1,3498
burger,34PLNOO,1,4,2,1,3455
burger,34PLNOO,2,0,-4,1,4628
burger,34PLNOO,2,1,5,1,6972
burger,34PLNOO,2,2,5,1,3833
burger,34PLNOO,2,3,6,1,3701
burger,34PLNOO,2,4,-5,1,3722
burger,34PLNOO,3,0,9,1,10662
burger,34PLNOO,3,1,8,1,6667
burger,34PLNOO,3,2,-7,1,5434
burger,34PLNOO,3,3,-8,1,6177
burger,34PLNOO,3,4,-8,1,4432
burger,34PLNOO,4,0,-11,1,5649
burger,34PLNOO,4,1,-11,1,4504
burger,34PLNOO,4,2,10,1,3509
burger,34PLNOO,4,3,-12,1,3141
burger,34PLNOO,4,4,11,1,3467
burger,34PLNOO,5,0,14,1,6789
burger,34PLNOO,5,1,-15,1,6361
burger,34PLNOO,5,2,-14,1,5298
burger,34PLNOO,5,3,13,1,5059
burger,34PLNOO,5,4,-14,1,5203
burger,2BNABHR,0,0,-5,2,49516
burger,2BNABHR,0,1,5,1,5679
burger,2BNABHR,0,2,5,1,5088
burger,2BNABHR,0,3,-5,1,5804
burger,2BNABHR,0,4,-5,1,12083
burger,2BNABHR,1,0,2,1,4590
burger,2BNABHR,1,1,-1,1,3195
burger,2BNABHR,1,2,-2,1,3628
burger,2BNABHR,1,3,-3,1,3775
burger,2BNABHR,1,4,2,1,3505
burger,2BNABHR,2,0,-4,1,6370
burger,2BNABHR,2,1,5,1,4335
burger,2BNABHR,2,2,5,1,4073
burger,2BNABHR,2,3,6,1,4084
burger,2BNABHR,2,4,-5,1,4045
burger,2BNABHR,3,0,9,1,6630
burger,2BNABHR,3,1,8,1,5114
burger,2BNABHR,3,2,-7,1,3876
burger,2BNABHR,3,3,-8,1,4333
burger,2BNABHR,3,4,-8,1,3357
burger,2BNABHR,4,0,-11,1,6609
burger,2BNABHR,4,1,-11,1,3881
burger,2BNABHR,4,2,10,1,4432
burger,2BNABHR,4,3,-12,1,3442
burger,2BNABHR,4,4,11,1,3845
burger,2BNABHR,5,0,14,1,7786
burger,2BNABHR,5,1,-15,1,4531
burger,2BNABHR,5,2,-14,1,5109
burger,2BNABHR,5,3,13,1,5213
burger,2BNABHR,5,4,-14,1,4169
swipe,3BF7MB2,0,0,-5,6,31023
swipe,3BF7MB2,0,1,5,5,21282
swipe,3BF7MB2,0,2,5,5,7663
swipe,3BF7MB2,0,3,-5,5,6658
swipe,3BF7MB2,0,4,-5,5,6590
swipe,3BF7MB2,1,0,2,2,3195
swipe,3BF7MB2,1,1,-1,3,4546
swipe,3BF7MB2,1,2,-2,2,2860
swipe,3BF7MB2,1,3,-3,3,2471
swipe,3BF7MB2,1,4,2,2,2338
swipe,3BF7MB2,2,0,-4,4,5673
swipe,3BF7MB2,2,1,5,5,3953
swipe,3BF7MB2,2,2,5,5,3952
swipe,3BF7MB2,2,3,6,6,3326
swipe,3BF7MB2,2,4,-5,5,2956
swipe,3BF7MB2,3,0,9,9,6159
swipe,3BF7MB2,3,1,8,8,4102
swipe,3BF7MB2,3,2,-7,9,4765
swipe,3BF7MB2,3,3,-8,10,4754
swipe,3BF7MB2,3,4,-8,8,4928
swipe,3BF7MB2,4,0,-11,11,5591
swipe,3BF7MB2,4,1,-11,11,4769
swipe,3BF7MB2,4,2,10,10,5261
swipe,3BF7MB2,4,3,-12,12,8692
swipe,3BF7MB2,4,4,11,11,7123
swipe,3BF7MB2,5,0,14,14,14179
swipe,3BF7MB2,5,1,-15,15,7343
swipe,3BF7MB2,5,2,-14,14,6383
swipe,3BF7MB2,5,3,13,13,5282
swipe,3BF7MB2,5,4,-14,14,7416
swipe,3REMHMO,0,0,-5,6,40373
swipe,3REMHMO,0,1,5,5,4499
swipe,3REMHMO,0,2,5,5,5353
swipe,3REMHMO,0,3,-5,5,4035
swipe,3REMHMO,0,4,-5,5,3848
swipe,3REMHMO,1,0,2,2,3002
swipe,3REMHMO,1,1,-1,1,1730
swipe,3REMHMO,1,2,-2,2,2165
swipe,3REMHMO,1,3,-3,3,2880
swipe,3REMHMO,1,4,2,2,2533
swipe,3REMHMO,2,0,-4,4,4423
swipe,3REMHMO,2,1,5,5,3833
swipe,3REMHMO,2,2,5,5,3367
swipe,3REMHMO,2,3,6,6,3605
swipe,3REMHMO,2,4,-5,5,3019
swipe,3REMHMO,3,0,9,9,6590
swipe,3REMHMO,3,1,8,10,5503
swipe,3REMHMO,3,2,-7,7,4092
swipe,3REMHMO,3,3,-8,8,4940
swipe,3REMHMO,3,4,-8,8,5503
swipe,3REMHMO,4,0,-11,11,8037
swipe,3REMHMO,4,1,-11,11,5629
swipe,3REMHMO,4,2,10,10,5122
swipe,3REMHMO,4,3,-12,12,5577
swipe,3REMHMO,4,4,11,11,5338
swipe,3REMHMO,5,0,14,14,12185
swipe,3REMHMO,5,1,-15,15,6947
swipe,3REMHMO,5,2,-14,14,6444
swipe,3REMHMO,5,3,13,15,6474
swipe,3REMHMO,5,4,-14,14,6378
burger,33Q7Q69,0,0,-5,2,33570
burger,33Q7Q69,0,1,5,1,7008
burger,33Q7Q69,0,2,5,1,4490
burger,33Q7Q69,0,3,-5,1,5138
burger,33Q7Q69,0,4,-5,1,4432
burger,33Q7Q69,1,0,2,1,5049
burger,33Q7Q69,1,1,-1,1,3441
burger,33Q7Q69,1,2,-2,1,3021
burger,33Q7Q69,1,3,-3,1,2965
burger,33Q7Q69,1,4,2,1,2920
burger,33Q7Q69,2,0,-4,1,4884
burger,33Q7Q69,2,1,5,1,3768
burger,33Q7Q69,2,2,5,1,3043
burger,33Q7Q69,2,3,6,2,18283
burger,33Q7Q69,2,4,-5,1,5146
burger,33Q7Q69,3,0,9,1,13233
burger,33Q7Q69,3,1,8,1,4340
burger,33Q7Q69,3,2,-7,1,4168
burger,33Q7Q69,3,3,-8,2,15524
burger,33Q7Q69,3,4,-8,1,6939
burger,33Q7Q69,4,0,-11,1,8331
burger,33Q7Q69,4,1,-11,1,3959
burger,33Q7Q69,4,2,10,1,3441
burger,33Q7Q69,4,3,-12,1,3855
burger,33Q7Q69,4,4,11,1,3439
burger,33Q7Q69,5,0,14,1,10924
burger,33Q7Q69,5,1,-15,1,5965
burger,33Q7Q69,5,2,-14,1,4513
burger,33Q7Q69,5,3,13,1,5716
burger,33Q7Q69,5,4,-14,1,4942
swipe,2GNEJNC,0,0,-5,6,27963
swipe,2GNEJNC,0,1,5,5,7704
swipe,2GNEJNC,0,2,5,5,5240
swipe,2GNEJNC,0,3,-5,5,4696
swipe,2GNEJNC,0,4,-5,5,4827
swipe,2GNEJNC,1,0,2,2,8709
swipe,2GNEJNC,1,1,-1,1,2011
swipe,2GNEJNC,1,2,-2,2,3596
swipe,2GNEJNC,1,3,-3,3,5533
swipe,2GNEJNC,1,4,2,2,3239
swipe,2GNEJNC,2,0,-4,4,6267
swipe,2GNEJNC,2,1,5,5,3691
swipe,2GNEJNC,2,2,5,5,4274
swipe,2GNEJNC,2,3,6,6,4520
swipe,2GNEJNC,2,4,-5,5,3602
swipe,2GNEJNC,3,0,9,9,10088
swipe,2GNEJNC,3,1,8,8,5255
swipe,2GNEJNC,3,2,-7,7,5508
swipe,2GNEJNC,3,3,-8,8,5307
swipe,2GNEJNC,3,4,-8,8,5360
swipe,2GNEJNC,4,0,-11,11,8269
swipe,2GNEJNC,4,1,-11,11,6495
swipe,2GNEJNC,4,2,10,10,5814
swipe,2GNEJNC,4,3,-12,12,7865
swipe,2GNEJNC,4,4,11,11,5712
swipe,2GNEJNC,5,0,14,14,9289
swipe,2GNEJNC,5,1,-15,15,9409
swipe,2GNEJNC,5,2,-14,16,14819
swipe,2GNEJNC,5,3,13,13,6630
swipe,2GNEJNC,5,4,-14,14,7279
swipe,4JBL6N,0,0,-5,6,51267
swipe,4JBL6N,0,1,5,5,11844
swipe,4JBL6N,0,2,5,5,7207
swipe,4JBL6N,0,3,-5,5,7140
swipe,4JBL6N,0,4,-5,5,4518
swipe,4JBL6N,1,0,2,2,3252
swipe,4JBL6N,1,1,-1,1,1925
swipe,4JBL6N,1,2,-2,2,1937
swipe,4JBL6N,1,3,-3,3,2513
swipe,4JBL6N,1,4,2,2,2738
swipe,4JBL6N,2,0,-4,4,4877
swipe,4JBL6N,2,1,5,5,3530
swipe,4JBL6N,2,2,5,5,3078
swipe,4JBL6N,2,3,6,6,3454
swipe,4JBL6N,2,4,-5,17,36116
swipe,4JBL6N,3,0,9,9,7730
swipe,4JBL6N,3,1,8,8,5803
swipe,4JBL6N,3,2,-7,7,5164
swipe,4JBL6N,3,3,-8,8,6886
swipe,4JBL6N,3,4,-8,8,11129
swipe,4JBL6N,4,0,-11,11,8634
swipe,4JBL6N,4,1,-11,11,6051
swipe,4JBL6N,4,2,10,10,5236
swipe,4JBL6N,4,3,-12,12,5719
swipe,4JBL6N,4,4,11,11,7629
swipe,4JBL6N,5,0,14,14,7119
swipe,4JBL6N,5,1,-15,15,8599
swipe,4JBL6N,5,2,-14,14,10081
swipe,4JBL6N,5,3,13,13,5577
swipe,4JBL6N,5,4,-14,14,6993
burger,112PPVD,0,0,-5,2,109470
burger,112PPVD,0,1,5,1,6121
burger,112PPVD,0,2,5,1,7211
burger,112PPVD,0,3,-5,1,5565
burger,112PPVD,0,4,-5,1,4800
burger,112PPVD,1,0,2,1,7620
burger,112PPVD,1,1,-1,1,2869
burger,112PPVD,1,2,-2,1,2839
burger,112PPVD,1,3,-3,1,5197
burger,112PPVD,1,4,2,1,2848
burger,112PPVD,2,0,-4,1,10876
burger,112PPVD,2,1,5,1,4513
burger,112PPVD,2,2,5,1,4853
burger,112PPVD,2,3,6,1,6845
burger,112PPVD,2,4,-5,1,5444
burger,112PPVD,3,0,9,1,5148
burger,112PPVD,3,1,8,1,4090
burger,112PPVD,3,2,-7,1,3933
burger,112PPVD,3,3,-8,1,6476
burger,112PPVD,3,4,-8,1,3669
burger,112PPVD,4,0,-11,1,8215
burger,112PPVD,4,1,-11,1,3984
burger,112PPVD,4,2,10,1,3479
burger,112PPVD,4,3,-12,1,4939
burger,112PPVD,4,4,11,1,3942
burger,112PPVD,5,0,14,1,5582
burger,112PPVD,5,1,-15,1,4116
burger,112PPVD,5,2,-14,1,4195
burger,112PPVD,5,3,13,1,4466
burger,112PPVD,5,4,-14,1,4266
swipe,3U9GHH0,0,0,-5,10,47664
swipe,3U9GHH0,0,1,5,5,8553
swipe,3U9GHH0,0,2,5,5,4635
swipe,3U9GHH0,0,3,-5,5,4331
swipe,3U9GHH0,0,4,-5,5,4713
swipe,3U9GHH0,1,0,2,2,3673
swipe,3U9GHH0,1,1,-1,1,1884
swipe,3U9GHH0,1,2,-2,2,2129
swipe,3U9GHH0,1,3,-3,3,3498
swipe,3U9GHH0,1,4,2,2,2211
swipe,3U9GHH0,2,0,-4,4,4500
swipe,3U9GHH0,2,1,5,5,3568
swipe,3U9GHH0,2,2,5,5,3685
swipe,3U9GHH0,2,3,6,6,4362
swipe,3U9GHH0,2,4,-5,5,5766
swipe,3U9GHH0,3,0,9,9,7487
swipe,3U9GHH0,3,1,8,8,5556
swipe,3U9GHH0,3,2,-7,7,4599
swipe,3U9GHH0,3,3,-8,10,5973
swipe,3U9GHH0,3,4,-8,8,6316
swipe,3U9GHH0,4,0,-11,11,7210
swipe,3U9GHH0,4,1,-11,11,5444
swipe,3U9GHH0,4,2,10,10,5431
swipe,3U9GHH0,4,3,-12,12,6376
swipe,3U9GHH0,4,4,11,11,5078
swipe,3U9GHH0,5,0,14,14,8297
swipe,3U9GHH0,5,1,-15,15,6873
swipe,3U9GHH0,5,2,-14,14,6654
swipe,3U9GHH0,5,3,13,13,5676
swipe,3U9GHH0,5,4,-14,14,5671
burger,16UG94T,0,0,-5,6,100751
burger,16UG94T,0,1,5,1,5784
burger,16UG94T,0,2,5,1,3535
burger,16UG94T,0,3,-5,1,4494
burger,16UG94T,0,4,-5,1,5224
burger,16UG94T,1,0,2,1,4032
burger,16UG94T,1,1,-1,1,2379
burger,16UG94T,1,2,-2,1,2380
burger,16UG94T,1,3,-3,1,2890
burger,16UG94T,1,4,2,1,3193
burger,16UG94T,2,0,-4,1,4401
burger,16UG94T,2,1,5,1,3656
burger,16UG94T,2,2,5,1,4242
burger,16UG94T,2,3,6,1,3389
burger,16UG94T,2,4,-5,1,3299
burger,16UG94T,3,0,9,1,5122
burger,16UG94T,3,1,8,1,3280
burger,16UG94T,3,2,-7,1,3334
burger,16UG94T,3,3,-8,1,4254
burger,16UG94T,3,4,-8,1,7897
burger,16UG94T,4,0,-11,1,7225
burger,16UG94T,4,1,-11,1,4210
burger,16UG94T,4,2,10,1,4006
burger,16UG94T,4,3,-12,1,4392
burger,16UG94T,4,4,11,1,3409
burger,16UG94T,5,0,14,1,5101
burger,16UG94T,5,1,-15,1,3841
burger,16UG94T,5,2,-14,1,3550
burger,16UG94T,5,3,13,1,3496
burger,16UG94T,5,4,-14,1,3659
burger,3P156GT,0,0,-5,2,47824
burger,3P156GT,0,1,5,1,9013
burger,3P156GT,0,2,5,1,7932
burger,3P156GT,0,3,-5,1,5730
burger,3P156GT,0,4,-5,1,4617
burger,3P156GT,1,0,2,1,5044
burger,3P156GT,1,1,-1,1,3487
burger,3P156GT,1,2,-2,1,3319
burger,3P156GT,1,3,-3,1,3319
burger,3P156GT,1,4,2,1,3454
burger,3P156GT,2,0,-4,1,5625
burger,3P156GT,2,1,5,1,4176
burger,3P156GT,2,2,5,1,3607
burger,3P156GT,2,3,6,1,4113
burger,3P156GT,2,4,-5,1,3417
burger,3P156GT,3,0,9,1,5469
burger,3P156GT,3,1,8,1,4950
burger,3P156GT,3,2,-7,1,3932
burger,3P156GT,3,3,-8,1,4397
burger,3P156GT,3,4,-8,1,4647
burger,3P156GT,4,0,-11,1,7033
burger,3P156GT,4,1,-11,1,4627
burger,3P156GT,4,2,10,1,4967
burger,3P156GT,4,3,-12,1,4068
burger,3P156GT,4,4,11,1,4526
burger,3P156GT,5,0,14,1,6155
burger,3P156GT,5,1,-15,1,4951
burger,3P156GT,5,2,-14,1,4787
burger,3P156GT,5,3,13,1,5123
burger,3P156GT,5,4,-14,1,5045
burger,2L8FC9S,0,0,-5,2,48534
burger,2L8FC9S,0,1,5,1,9977
burger,2L8FC9S,0,2,5,1,6710
burger,2L8FC9S,0,3,-5,1,8164
burger,2L8FC9S,0,4,-5,1,6839
burger,2L8FC9S,1,0,2,1,5864
burger,2L8FC9S,1,1,-1,1,3961
burger,2L8FC9S,1,2,-2,1,3521
burger,2L8FC9S,1,3,-3,1,4135
burger,2L8FC9S,1,4,2,1,3279
burger,2L8FC9S,2,0,-4,1,8348
burger,2L8FC9S,2,1,5,1,5169
burger,2L8FC9S,2,2,5,1,9244
burger,2L8FC9S,2,3,6,1,5068
burger,2L8FC9S,2,4,-5,1,5570
burger,2L8FC9S,3,0,9,1,8470
burger,2L8FC9S,3,1,8,1,4656
burger,2L8FC9S,3,2,-7,1,4537
burger,2L8FC9S,3,3,-8,1,4294
burger,2L8FC9S,3,4,-8,1,3815
burger,2L8FC9S,4,0,-11,1,4925
burger,2L8FC9S,4,1,-11,1,4395
burger,2L8FC9S,4,2,10,1,4028
burger,2L8FC9S,4,3,-12,1,3868
burger,2L8FC9S,4,4,11,1,4364
burger,2L8FC9S,5,0,14,1,7537
burger,2L8FC9S,5,1,-15,1,5805
burger,2L8FC9S,5,2,-14,1,5229
burger,2L8FC9S,5,3,13,1,5006
burger,2L8FC9S,5,4,-14,1,4959
burger,1LVR1BA,0,0,-5,2,35163
burger,1LVR1BA,0,1,5,1,10319
burger,1LVR1BA,0,2,5,1,3658
burger,1LVR1BA,0,3,-5,1,4389
burger,1LVR1BA,0,4,-5,1,3849
burger,1LVR1BA,1,0,2,1,9626
burger,1LVR1BA,1,1,-1,1,3333
burger,1LVR1BA,1,2,-2,1,4059
burger,1LVR1BA,1,3,-3,1,3084
burger,1LVR1BA,1,4,2,1,2879
burger,1LVR1BA,2,0,-4,1,3671
burger,1LVR1BA,2,1,5,1,3030
burger,1LVR1BA,2,2,5,1,4665
burger,1LVR1BA,2,3,6,1,4004
burger,1LVR1BA,2,4,-5,1,3842
burger,1LVR1BA,3,0,9,1,4685
burger,1LVR1BA,3,1,8,1,3435
burger,1LVR1BA,3,2,-7,1,4855
burger,1LVR1BA,3,3,-8,1,3142
burger,1LVR1BA,3,4,-8,1,3172
burger,1LVR1BA,4,0,-11,1,5042
burger,1LVR1BA,4,1,-11,1,2902
burger,1LVR1BA,4,2,10,1,3165
burger,1LVR1BA,4,3,-12,1,3177
burger,1LVR1BA,4,4,11,1,3538
burger,1LVR1BA,5,0,14,1,6719
burger,1LVR1BA,5,1,-15,1,5090
burger,1LVR1BA,5,2,-14,1,4425
burger,1LVR1BA,5,3,13,1,4603
burger,1LVR1BA,5,4,-14,1,4089
burger,34M20O3,0,0,-5,2,32323
burger,34M20O3,0,1,5,1,5707
burger,34M20O3,0,2,5,2,12260
burger,34M20O3,0,3,-5,1,6789
burger,34M20O3,0,4,-5,1,10916
burger,34M20O3,1,0,2,1,7507
burger,34M20O3,1,1,-1,1,6054
burger,34M20O3,1,2,-2,1,4613
burger,34M20O3,1,3,-3,1,4550
burger,34M20O3,1,4,2,1,3667
burger,34M20O3,2,0,-4,1,5232
burger,34M20O3,2,1,5,1,6309
burger,34M20O3,2,2,5,1,6311
burger,34M20O3,2,3,6,1,4496
burger,34M20O3,2,4,-5,4,35643
burger,34M20O3,3,0,9,1,16458
burger,34M20O3,3,1,8,1,6558
burger,34M20O3,3,2,-7,1,5946
burger,34M20O3,3,3,-8,1,5342
burger,34M20O3,3,4,-8,1,7225
burger,34M20O3,4,0,-11,1,6605
burger,34M20O3,4,1,-11,1,6348
burger,34M20O3,4,2,10,2,10873
burger,34M20O3,4,3,-12,1,4911
burger,34M20O3,4,4,11,1,6580
burger,34M20O3,5,0,14,1,9135
burger,34M20O3,5,1,-15,1,7122
burger,34M20O3,5,2,-14,1,5966
burger,34M20O3,5,3,13,1,7472
burger,34M20O3,5,4,-14,1,4943
swipe,3V5IM4C,0,0,-5,8,34426
swipe,3V5IM4C,0,1,5,5,5066
swipe,3V5IM4C,0,2,5,5,7918
swipe,3V5IM4C,0,3,-5,5,3506
swipe,3V5IM4C,0,4,-5,5,4070
swipe,3V5IM4C,1,0,2,2,3132
swipe,3V5IM4C,1,1,-1,1,1730
swipe,3V5IM4C,1,2,-2,2,1718
swipe,3V5IM4C,1,3,-3,3,1995
swipe,3V5IM4C,1,4,2,2,2592
swipe,3V5IM4C,2,0,-4,4,3767
swipe,3V5IM4C,2,1,5,5,3255
swipe,3V5IM4C,2,2,5,5,2927
swipe,3V5IM4C,2,3,6,6,4382
swipe,3V5IM4C,2,4,-5,5,3034
swipe,3V5IM4C,3,0,9,9,5425
swipe,3V5IM4C,3,1,8,8,5303
swipe,3V5IM4C,3,2,-7,11,5176
swipe,3V5IM4C,3,3,-8,8,3666
swipe,3V5IM4C,3,4,-8,8,3797
swipe,3V5IM4C,4,0,-11,11,6102
swipe,3V5IM4C,4,1,-11,11,4858
swipe,3V5IM4C,4,2,10,10,5067
swipe,3V5IM4C,4,3,-12,12,4408
swipe,3V5IM4C,4,4,11,11,4360
swipe,3V5IM4C,5,0,14,14,6941
swipe,3V5IM4C,5,1,-15,15,5587
swipe,3V5IM4C,5,2,-14,14,5327
swipe,3V5IM4C,5,3,13,13,4695
swipe,3V5IM4C,5,4,-14,14,4879
burger,3RPMKQ7,0,0,-5,2,33348
burger,3RPMKQ7,0,1,5,1,5993
burger,3RPMKQ7,0,2,5,1,5021
burger,3RPMKQ7,0,3,-5,1,5389
burger,3RPMKQ7,0,4,-5,1,5676
burger,3RPMKQ7,1,0,2,1,5155
burger,3RPMKQ7,1,1,-1,1,3514
burger,3RPMKQ7,1,2,-2,1,3697
burger,3RPMKQ7,1,3,-3,1,3448
burger,3RPMKQ7,1,4,2,1,3732
burger,3RPMKQ7,2,0,-4,1,5243
burger,3RPMKQ7,2,1,5,1,3613
burger,3RPMKQ7,2,2,5,1,3948
burger,3RPMKQ7,2,3,6,1,3840
burger,3RPMKQ7,2,4,-5,1,5978
burger,3RPMKQ7,3,0,9,2,12299
burger,3RPMKQ7,3,1,8,1,3969
burger,3RPMKQ7,3,2,-7,1,3525
burger,3RPMKQ7,3,3,-8,1,2842
burger,3RPMKQ7,3,4,-8,1,3683
burger,3RPMKQ7,4,0,-11,1,12386
burger,3RPMKQ7,4,1,-11,1,4481
burger,3RPMKQ7,4,2,10,1,3870
burger,3RPMKQ7,4,3,-12,1,3672
burger,3RPMKQ7,4,4,11,1,4096
burger,3RPMKQ7,5,0,14,1,5815
burger,3RPMKQ7,5,1,-15,1,4546
burger,3RPMKQ7,5,2,-14,1,5484
burger,3RPMKQ7,5,3,13,1,5082
burger,3RPMKQ7,5,4,-14,1,5522
swipe,2GEOQ9P,0,0,-5,8,38113
swipe,2GEOQ9P,0,1,5,5,3601
swipe,2GEOQ9P,0,2,5,5,5830
swipe,2GEOQ9P,0,3,-5,5,3680
swipe,2GEOQ9P,0,4,-5,5,3085
swipe,2GEOQ9P,1,0,2,2,2782
swipe,2GEOQ9P,1,1,-1,1,1589
swipe,2GEOQ9P,1,2,-2,2,1910
swipe,2GEOQ9P,1,3,-3,3,2473
swipe,2GEOQ9P,1,4,2,4,2950
swipe,2GEOQ9P,2,0,-4,4,10031
swipe,2GEOQ9P,2,1,5,5,2775
swipe,2GEOQ9P,2,2,5,7,3701
swipe,2GEOQ9P,2,3,6,6,4492
swipe,2GEOQ9P,2,4,-5,5,2769
swipe,2GEOQ9P,3,0,9,9,5520
swipe,2GEOQ9P,3,1,8,8,4086
swipe,2GEOQ9P,3,2,-7,7,4046
swipe,2GEOQ9P,3,3,-8,8,4069
swipe,2GEOQ9P,3,4,-8,8,3815
swipe,2GEOQ9P,4,0,-11,11,6005
swipe,2GEOQ9P,4,1,-11,11,4534
swipe,2GEOQ9P,4,2,10,10,5838
swipe,2GEOQ9P,4,3,-12,12,5264
swipe,2GEOQ9P,4,4,11,11,5357
swipe,2GEOQ9P,5,0,14,14,6587
swipe,2GEOQ9P,5,1,-15,15,6414
swipe,2GEOQ9P,5,2,-14,14,6127
swipe,2GEOQ9P,5,3,13,13,5345
swipe,2GEOQ9P,5,4,-14,18,7376
swipe,3IMSUI8,0,0,-5,10,12541
swipe,3IMSUI8,0,1,5,5,4032
swipe,3IMSUI8,0,2,5,5,3406
swipe,3IMSUI8,0,3,-5,5,2930
swipe,3IMSUI8,0,4,-5,5,3026
swipe,3IMSUI8,1,0,2,2,4074
swipe,3IMSUI8,1,1,-1,1,2384
swipe,3IMSUI8,1,2,-2,2,2047
swipe,3IMSUI8,1,3,-3,3,2590
swipe,3IMSUI8,1,4,2,2,1994
swipe,3IMSUI8,2,0,-4,4,4384
swipe,3IMSUI8,2,1,5,5,3238
swipe,3IMSUI8,2,2,5,5,3522
swipe,3IMSUI8,2,3,6,6,4111
swipe,3IMSUI8,2,4,-5,5,3218
swipe,3IMSUI8,3,0,9,9,6208
swipe,3IMSUI8,3,1,8,8,4147
swipe,3IMSUI8,3,2,-7,7,3512
swipe,3IMSUI8,3,3,-8,14,6427
swipe,3IMSUI8,3,4,-8,8,4087
swipe,3IMSUI8,4,0,-11,11,7323
swipe,3IMSUI8,4,1,-11,17,8466
swipe,3IMSUI8,4,2,10,10,5140
swipe,3IMSUI8,4,3,-12,12,5323
